cidade,mes_referencia,timestamp,ortodontia,clinico_geral,profilaxia,restauracao,avaliacoes_novas
Veranópolis,2026-03,2026-03-12T08:06:38.637483,clinico_geral,"17.700,00","7.423,00","-10.277,00","41,938%"
Veranópolis,2026-03,2026-03-12T08:06:38.637483,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-12T08:06:38.637483,meta_avaliacao,52,20,-32,"38,462%"
Veranópolis,2026-03,2026-03-12T08:06:38.637483,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-12T08:06:38.637483,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-12T08:07:33.833735,ortodontia,"25.000,00","7.478,00","-17.522,00","29,912%"
SS do Caí,2026-03,2026-03-12T08:07:33.833735,clinico_geral,"16.000,00","4.944,00","-11.056,00","30,900%"
SS do Caí,2026-03,2026-03-12T08:07:33.833735,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-12T08:07:33.833735,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-12T08:07:33.833735,meta_profilaxia,24,4,-20,"16,667%"
SS do Caí,2026-03,2026-03-12T08:07:33.833735,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-12T08:08:28.583687,ortodontia,"29.000,00","8.949,00","-20.051,00","30,859%"
Flores,2026-03,2026-03-12T08:08:28.583687,clinico_geral,"41.000,00","9.649,50","-31.350,50","23,535%"
Flores,2026-03,2026-03-12T08:08:28.583687,avaliacoes_google,,0,,
Flores,2026-03,2026-03-12T08:08:28.583687,meta_avaliacao,134,42,-92,"31,343%"
Flores,2026-03,2026-03-12T08:08:28.583687,meta_profilaxia,59,10,-49,"16,949%"
Flores,2026-03,2026-03-12T08:08:28.583687,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-12T10:11:18.535984,ortodontia,"51.000,00","7.820,90","-43.179,10","15,335%"
Caxias,2026-03,2026-03-12T10:11:18.535984,clinico_geral,"91.000,00","10.523,00","-80.477,00","11,564%"
Caxias,2026-03,2026-03-12T10:11:18.535984,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-12T10:11:18.535984,meta_avaliacao,205,48,-157,"23,415%"
Caxias,2026-03,2026-03-12T10:11:18.535984,meta_profilaxia,83,24,-59,"28,916%"
Caxias,2026-03,2026-03-12T10:11:18.535984,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-12T10:12:11.881867,ortodontia,"34.000,00","8.143,00","-25.857,00","23,950%"
Farroupilha,2026-03,2026-03-12T10:12:11.881867,clinico_geral,"34.000,00","5.224,00","-28.776,00","15,365%"
Farroupilha,2026-03,2026-03-12T10:12:11.881867,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-12T10:12:11.881867,meta_avaliacao,65,26,-39,"40,000%"
Farroupilha,2026-03,2026-03-12T10:12:11.881867,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-12T10:12:11.881867,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-12T10:13:05.045154,ortodontia,"26.000,00","8.014,00","-17.986,00","30,823%"
Bento,2026-03,2026-03-12T10:13:05.045154,clinico_geral,"25.000,00","8.228,99","-16.771,01","32,916%"
Bento,2026-03,2026-03-12T10:13:05.045154,avaliacoes_google,,0,,
Bento,2026-03,2026-03-12T10:13:05.045154,meta_avaliacao,99,25,-74,"25,253%"
Bento,2026-03,2026-03-12T10:13:05.045154,meta_profilaxia,42,17,-25,"40,476%"
Bento,2026-03,2026-03-12T10:13:05.045154,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-12T10:13:57.575917,ortodontia,"39.000,00","10.685,00","-28.315,00","27,397%"
Encantado,2026-03,2026-03-12T10:13:57.575917,clinico_geral,"31.000,00","8.426,00","-22.574,00","27,181%"
Encantado,2026-03,2026-03-12T10:13:57.575917,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-12T10:13:57.575917,meta_avaliacao,109,21,-88,"19,266%"
Encantado,2026-03,2026-03-12T10:13:57.575917,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-12T10:13:57.575917,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-12T10:14:50.390622,ortodontia,"58.000,00","14.599,00","-43.401,00","25,171%"
Soledade,2026-03,2026-03-12T10:14:50.390622,clinico_geral,"40.000,00","5.638,00","-34.362,00","14,095%"
Soledade,2026-03,2026-03-12T10:14:50.390622,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-12T10:14:50.390622,meta_avaliacao,320,94,-226,"29,375%"
Soledade,2026-03,2026-03-12T10:14:50.390622,meta_profilaxia,88,21,-67,"23,864%"
Soledade,2026-03,2026-03-12T10:14:50.390622,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-12T10:15:43.371556,ortodontia,"37.500,00","17.790,00","-19.710,00","47,440%"
Garibaldi,2026-03,2026-03-12T10:15:43.371556,clinico_geral,"28.000,00","5.120,00","-22.880,00","18,286%"
Garibaldi,2026-03,2026-03-12T10:15:43.371556,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-12T10:15:43.371556,meta_avaliacao,76,26,-50,"34,211%"
Garibaldi,2026-03,2026-03-12T10:15:43.371556,meta_profilaxia,40,13,-27,"32,500%"
Garibaldi,2026-03,2026-03-12T10:15:43.371556,meta_restauracao,34,3,-31,"8,824%"
Veranópolis,2026-03,2026-03-12T10:16:36.203522,ortodontia,"29.000,00","6.611,69","-22.388,31","22,799%"
Veranópolis,2026-03,2026-03-12T10:16:36.203522,clinico_geral,"17.700,00","7.423,00","-10.277,00","41,938%"
Veranópolis,2026-03,2026-03-12T10:16:36.203522,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-12T10:16:36.203522,meta_avaliacao,52,20,-32,"38,462%"
Veranópolis,2026-03,2026-03-12T10:16:36.203522,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-12T10:16:36.203522,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-12T10:17:28.900529,ortodontia,"25.000,00","7.478,00","-17.522,00","29,912%"
SS do Caí,2026-03,2026-03-12T10:17:28.900529,clinico_geral,"16.000,00","4.944,00","-11.056,00","30,900%"
SS do Caí,2026-03,2026-03-12T10:17:28.900529,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-12T10:17:28.900529,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-12T10:17:28.900529,meta_profilaxia,24,4,-20,"16,667%"
SS do Caí,2026-03,2026-03-12T10:17:28.900529,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-12T10:18:22.316506,ortodontia,"29.000,00","8.949,00","-20.051,00","30,859%"
Flores,2026-03,2026-03-12T10:18:22.316506,clinico_geral,"41.000,00","9.649,50","-31.350,50","23,535%"
Flores,2026-03,2026-03-12T10:18:22.316506,avaliacoes_google,,0,,
Flores,2026-03,2026-03-12T10:18:22.316506,meta_avaliacao,134,42,-92,"31,343%"
Flores,2026-03,2026-03-12T10:18:22.316506,meta_profilaxia,59,10,-49,"16,949%"
Flores,2026-03,2026-03-12T10:18:22.316506,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-12T11:54:44.599179,ortodontia,"51.000,00","7.820,90","-43.179,10","15,335%"
Caxias,2026-03,2026-03-12T11:54:44.599179,clinico_geral,"91.000,00","10.523,00","-80.477,00","11,564%"
Caxias,2026-03,2026-03-12T11:54:44.599179,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-12T11:54:44.599179,meta_avaliacao,205,48,-157,"23,415%"
Caxias,2026-03,2026-03-12T11:54:44.599179,meta_profilaxia,83,24,-59,"28,916%"
Caxias,2026-03,2026-03-12T11:54:44.599179,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-12T11:55:37.947191,ortodontia,"34.000,00","8.143,00","-25.857,00","23,950%"
Farroupilha,2026-03,2026-03-12T11:55:37.947191,clinico_geral,"34.000,00","5.224,00","-28.776,00","15,365%"
Farroupilha,2026-03,2026-03-12T11:55:37.947191,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-12T11:55:37.947191,meta_avaliacao,65,26,-39,"40,000%"
Farroupilha,2026-03,2026-03-12T11:55:37.947191,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-12T11:55:37.947191,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-12T11:56:31.014570,ortodontia,"26.000,00","8.014,00","-17.986,00","30,823%"
Bento,2026-03,2026-03-12T11:56:31.014570,clinico_geral,"25.000,00","8.228,99","-16.771,01","32,916%"
Bento,2026-03,2026-03-12T11:56:31.014570,avaliacoes_google,,0,,
Bento,2026-03,2026-03-12T11:56:31.014570,meta_avaliacao,99,25,-74,"25,253%"
Bento,2026-03,2026-03-12T11:56:31.014570,meta_profilaxia,42,17,-25,"40,476%"
Bento,2026-03,2026-03-12T11:56:31.014570,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-12T11:57:24.344135,ortodontia,"39.000,00","10.685,00","-28.315,00","27,397%"
Encantado,2026-03,2026-03-12T11:57:24.344135,clinico_geral,"31.000,00","8.426,00","-22.574,00","27,181%"
Encantado,2026-03,2026-03-12T11:57:24.344135,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-12T11:57:24.344135,meta_avaliacao,109,21,-88,"19,266%"
Encantado,2026-03,2026-03-12T11:57:24.344135,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-12T11:57:24.344135,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-12T11:58:17.324045,ortodontia,"58.000,00","14.599,00","-43.401,00","25,171%"
Soledade,2026-03,2026-03-12T11:58:17.324045,clinico_geral,"40.000,00","5.638,00","-34.362,00","14,095%"
Soledade,2026-03,2026-03-12T11:58:17.324045,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-12T11:58:17.324045,meta_avaliacao,320,94,-226,"29,375%"
Soledade,2026-03,2026-03-12T11:58:17.324045,meta_profilaxia,88,22,-66,"25,000%"
Soledade,2026-03,2026-03-12T11:58:17.324045,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-12T11:59:10.389316,ortodontia,"37.500,00","17.790,00","-19.710,00","47,440%"
Garibaldi,2026-03,2026-03-12T11:59:10.389316,clinico_geral,"28.000,00","5.120,00","-22.880,00","18,286%"
Garibaldi,2026-03,2026-03-12T11:59:10.389316,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-12T11:59:10.389316,meta_avaliacao,76,26,-50,"34,211%"
Garibaldi,2026-03,2026-03-12T11:59:10.389316,meta_profilaxia,40,13,-27,"32,500%"
Garibaldi,2026-03,2026-03-12T11:59:10.389316,meta_restauracao,34,3,-31,"8,824%"
Veranópolis,2026-03,2026-03-12T12:00:03.520812,ortodontia,"29.000,00","6.611,69","-22.388,31","22,799%"
Veranópolis,2026-03,2026-03-12T12:00:03.520812,clinico_geral,"17.700,00","7.423,00","-10.277,00","41,938%"
Veranópolis,2026-03,2026-03-12T12:00:03.520812,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-12T12:00:03.520812,meta_avaliacao,52,20,-32,"38,462%"
Veranópolis,2026-03,2026-03-12T12:00:03.520812,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-12T12:00:03.520812,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-12T12:00:57.317932,ortodontia,"25.000,00","7.478,00","-17.522,00","29,912%"
SS do Caí,2026-03,2026-03-12T12:00:57.317932,clinico_geral,"16.000,00","4.944,00","-11.056,00","30,900%"
SS do Caí,2026-03,2026-03-12T12:00:57.317932,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-12T12:00:57.317932,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-12T12:00:57.317932,meta_profilaxia,24,4,-20,"16,667%"
SS do Caí,2026-03,2026-03-12T12:00:57.317932,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-12T12:01:50.916192,ortodontia,"29.000,00","8.949,00","-20.051,00","30,859%"
Flores,2026-03,2026-03-12T12:01:50.916192,clinico_geral,"41.000,00","9.649,50","-31.350,50","23,535%"
Flores,2026-03,2026-03-12T12:01:50.916192,avaliacoes_google,,0,,
Flores,2026-03,2026-03-12T12:01:50.916192,meta_avaliacao,134,42,-92,"31,343%"
Flores,2026-03,2026-03-12T12:01:50.916192,meta_profilaxia,59,10,-49,"16,949%"
Flores,2026-03,2026-03-12T12:01:50.916192,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-12T14:39:31.801959,ortodontia,"51.000,00","8.283,90","-42.716,10","16,243%"
Caxias,2026-03,2026-03-12T14:39:31.801959,clinico_geral,"91.000,00","10.702,00","-80.298,00","11,760%"
Caxias,2026-03,2026-03-12T14:39:31.801959,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-12T14:39:31.801959,meta_avaliacao,205,51,-154,"24,878%"
Caxias,2026-03,2026-03-12T14:39:31.801959,meta_profilaxia,83,27,-56,"32,530%"
Caxias,2026-03,2026-03-12T14:39:31.801959,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-12T14:40:26.318206,ortodontia,"34.000,00","9.382,00","-24.618,00","27,594%"
Farroupilha,2026-03,2026-03-12T14:40:26.318206,clinico_geral,"34.000,00","6.859,00","-27.141,00","20,174%"
Farroupilha,2026-03,2026-03-12T14:40:26.318206,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-12T14:40:26.318206,meta_avaliacao,65,28,-37,"43,077%"
Farroupilha,2026-03,2026-03-12T14:40:26.318206,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-12T14:40:26.318206,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-12T14:41:20.466119,ortodontia,"26.000,00","8.479,00","-17.521,00","32,612%"
Bento,2026-03,2026-03-12T14:41:20.466119,clinico_geral,"25.000,00","8.228,99","-16.771,01","32,916%"
Bento,2026-03,2026-03-12T14:41:20.466119,avaliacoes_google,,0,,
Bento,2026-03,2026-03-12T14:41:20.466119,meta_avaliacao,99,25,-74,"25,253%"
Bento,2026-03,2026-03-12T14:41:20.466119,meta_profilaxia,42,17,-25,"40,476%"
Bento,2026-03,2026-03-12T14:41:20.466119,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-12T14:42:14.761871,ortodontia,"39.000,00","10.685,00","-28.315,00","27,397%"
Encantado,2026-03,2026-03-12T14:42:14.761871,clinico_geral,"31.000,00","8.426,00","-22.574,00","27,181%"
Encantado,2026-03,2026-03-12T14:42:14.761871,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-12T14:42:14.761871,meta_avaliacao,109,21,-88,"19,266%"
Encantado,2026-03,2026-03-12T14:42:14.761871,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-12T14:42:14.761871,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-12T14:43:08.610086,ortodontia,"58.000,00","15.353,99","-42.646,01","26,472%"
Soledade,2026-03,2026-03-12T14:43:08.610086,clinico_geral,"40.000,00","6.591,00","-33.409,00","16,478%"
Soledade,2026-03,2026-03-12T14:43:08.610086,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-12T14:43:08.610086,meta_avaliacao,320,100,-220,"31,250%"
Soledade,2026-03,2026-03-12T14:43:08.610086,meta_profilaxia,88,22,-66,"25,000%"
Soledade,2026-03,2026-03-12T14:43:08.610086,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-12T14:44:02.377205,ortodontia,"37.500,00","17.790,00","-19.710,00","47,440%"
Garibaldi,2026-03,2026-03-12T14:44:02.377205,clinico_geral,"28.000,00","5.761,00","-22.239,00","20,575%"
Garibaldi,2026-03,2026-03-12T14:44:02.377205,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-12T14:44:02.377205,meta_avaliacao,76,28,-48,"36,842%"
Garibaldi,2026-03,2026-03-12T14:44:02.377205,meta_profilaxia,40,13,-27,"32,500%"
Garibaldi,2026-03,2026-03-12T14:44:02.377205,meta_restauracao,34,3,-31,"8,824%"
Veranópolis,2026-03,2026-03-12T14:44:56.288746,ortodontia,"29.000,00","6.611,69","-22.388,31","22,799%"
Veranópolis,2026-03,2026-03-12T14:44:56.288746,clinico_geral,"17.700,00","7.423,00","-10.277,00","41,938%"
Veranópolis,2026-03,2026-03-12T14:44:56.288746,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-12T14:44:56.288746,meta_avaliacao,52,20,-32,"38,462%"
Veranópolis,2026-03,2026-03-12T14:44:56.288746,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-12T14:44:56.288746,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-12T14:45:52.270216,ortodontia,"25.000,00","8.137,00","-16.863,00","32,548%"
SS do Caí,2026-03,2026-03-12T14:45:52.270216,clinico_geral,"16.000,00","4.944,00","-11.056,00","30,900%"
SS do Caí,2026-03,2026-03-12T14:45:52.270216,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-12T14:45:52.270216,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-12T14:45:52.270216,meta_profilaxia,24,4,-20,"16,667%"
SS do Caí,2026-03,2026-03-12T14:45:52.270216,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-12T14:46:47.217694,ortodontia,"29.000,00","9.284,00","-19.716,00","32,014%"
Flores,2026-03,2026-03-12T14:46:47.217694,clinico_geral,"41.000,00","9.649,50","-31.350,50","23,535%"
Flores,2026-03,2026-03-12T14:46:47.217694,avaliacoes_google,,0,,
Flores,2026-03,2026-03-12T14:46:47.217694,meta_avaliacao,134,42,-92,"31,343%"
Flores,2026-03,2026-03-12T14:46:47.217694,meta_profilaxia,59,10,-49,"16,949%"
Flores,2026-03,2026-03-12T14:46:47.217694,meta_restauracao,61,8,-53,"13,115%"
Caxias,2026-03,2026-03-12T17:40:10.236081,ortodontia,"51.000,00","8.947,90","-42.052,10","17,545%"
Caxias,2026-03,2026-03-12T17:40:10.236081,clinico_geral,"91.000,00","11.526,00","-79.474,00","12,666%"
Caxias,2026-03,2026-03-12T17:40:10.236081,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-12T17:40:10.236081,meta_avaliacao,205,59,-146,"28,780%"
Caxias,2026-03,2026-03-12T17:40:10.236081,meta_profilaxia,83,29,-54,"34,940%"
Caxias,2026-03,2026-03-12T17:40:10.236081,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-12T17:41:04.515981,ortodontia,"34.000,00","10.374,00","-23.626,00","30,512%"
Farroupilha,2026-03,2026-03-12T17:41:04.515981,clinico_geral,"34.000,00","7.065,00","-26.935,00","20,779%"
Farroupilha,2026-03,2026-03-12T17:41:04.515981,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-12T17:41:04.515981,meta_avaliacao,65,28,-37,"43,077%"
Farroupilha,2026-03,2026-03-12T17:41:04.515981,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-12T17:41:04.515981,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-12T17:41:57.931034,ortodontia,"26.000,00","9.188,00","-16.812,00","35,338%"
Bento,2026-03,2026-03-12T17:41:57.931034,clinico_geral,"25.000,00","8.433,99","-16.566,01","33,736%"
Bento,2026-03,2026-03-12T17:41:57.931034,avaliacoes_google,,0,,
Bento,2026-03,2026-03-12T17:41:57.931034,meta_avaliacao,99,25,-74,"25,253%"
Bento,2026-03,2026-03-12T17:41:57.931034,meta_profilaxia,42,17,-25,"40,476%"
Bento,2026-03,2026-03-12T17:41:57.931034,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-12T17:42:51.629016,ortodontia,"39.000,00","11.090,00","-27.910,00","28,436%"
Encantado,2026-03,2026-03-12T17:42:51.629016,clinico_geral,"31.000,00","8.426,00","-22.574,00","27,181%"
Encantado,2026-03,2026-03-12T17:42:51.629016,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-12T17:42:51.629016,meta_avaliacao,109,23,-86,"21,101%"
Encantado,2026-03,2026-03-12T17:42:51.629016,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-12T17:42:51.629016,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-12T17:43:44.312282,ortodontia,"58.000,00","15.881,99","-42.118,01","27,383%"
Soledade,2026-03,2026-03-12T17:43:44.312282,clinico_geral,"40.000,00","6.591,00","-33.409,00","16,478%"
Soledade,2026-03,2026-03-12T17:43:44.312282,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-12T17:43:44.312282,meta_avaliacao,320,104,-216,"32,500%"
Soledade,2026-03,2026-03-12T17:43:44.312282,meta_profilaxia,88,24,-64,"27,273%"
Soledade,2026-03,2026-03-12T17:43:44.312282,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-12T17:44:36.726079,ortodontia,"37.500,00","18.771,00","-18.729,00","50,056%"
Garibaldi,2026-03,2026-03-12T17:44:36.726079,clinico_geral,"28.000,00","5.967,00","-22.033,00","21,311%"
Garibaldi,2026-03,2026-03-12T17:44:36.726079,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-12T17:44:36.726079,meta_avaliacao,76,32,-44,"42,105%"
Garibaldi,2026-03,2026-03-12T17:44:36.726079,meta_profilaxia,40,15,-25,"37,500%"
Garibaldi,2026-03,2026-03-12T17:44:36.726079,meta_restauracao,34,6,-28,"17,647%"
Veranópolis,2026-03,2026-03-12T17:45:30.039464,ortodontia,"29.000,00","6.998,69","-22.001,31","24,133%"
Veranópolis,2026-03,2026-03-12T17:45:30.039464,clinico_geral,"17.700,00","7.423,00","-10.277,00","41,938%"
Veranópolis,2026-03,2026-03-12T17:45:30.039464,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-12T17:45:30.039464,meta_avaliacao,52,20,-32,"38,462%"
Veranópolis,2026-03,2026-03-12T17:45:30.039464,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-12T17:45:30.039464,meta_restauracao,22,5,-17,"22,727%"
SS do Caí,2026-03,2026-03-12T17:46:24.040943,ortodontia,"25.000,00","8.818,00","-16.182,00","35,272%"
SS do Caí,2026-03,2026-03-12T17:46:24.040943,clinico_geral,"16.000,00","5.150,00","-10.850,00","32,188%"
SS do Caí,2026-03,2026-03-12T17:46:24.040943,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-12T17:46:24.040943,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-12T17:46:24.040943,meta_profilaxia,24,5,-19,"20,833%"
SS do Caí,2026-03,2026-03-12T17:46:24.040943,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-12T17:47:18.456278,ortodontia,"29.000,00","9.369,00","-19.631,00","32,307%"
Flores,2026-03,2026-03-12T17:47:18.456278,clinico_geral,"41.000,00","10.144,50","-30.855,50","24,743%"
Flores,2026-03,2026-03-12T17:47:18.456278,avaliacoes_google,,0,,
Flores,2026-03,2026-03-12T17:47:18.456278,meta_avaliacao,134,43,-91,"32,090%"
Flores,2026-03,2026-03-12T17:47:18.456278,meta_profilaxia,59,10,-49,"16,949%"
Flores,2026-03,2026-03-12T17:47:18.456278,meta_restauracao,61,8,-53,"13,115%"
Caxias,2026-03,2026-03-12T19:56:48.953056,ortodontia,"51.000,00","9.568,45","-41.431,55","18,762%"
Caxias,2026-03,2026-03-12T19:56:48.953056,clinico_geral,"91.000,00","11.732,00","-79.268,00","12,892%"
Caxias,2026-03,2026-03-12T19:56:48.953056,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-12T19:56:48.953056,meta_avaliacao,205,63,-142,"30,732%"
Caxias,2026-03,2026-03-12T19:56:48.953056,meta_profilaxia,83,30,-53,"36,145%"
Caxias,2026-03,2026-03-12T19:56:48.953056,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-12T19:57:42.751714,ortodontia,"34.000,00","10.940,00","-23.060,00","32,176%"
Farroupilha,2026-03,2026-03-12T19:57:42.751714,clinico_geral,"34.000,00","7.065,00","-26.935,00","20,779%"
Farroupilha,2026-03,2026-03-12T19:57:42.751714,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-12T19:57:42.751714,meta_avaliacao,65,29,-36,"44,615%"
Farroupilha,2026-03,2026-03-12T19:57:42.751714,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-12T19:57:42.751714,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-12T19:58:36.440006,ortodontia,"26.000,00","10.170,00","-15.830,00","39,115%"
Bento,2026-03,2026-03-12T19:58:36.440006,clinico_geral,"25.000,00","9.020,79","-15.979,21","36,083%"
Bento,2026-03,2026-03-12T19:58:36.440006,avaliacoes_google,,0,,
Bento,2026-03,2026-03-12T19:58:36.440006,meta_avaliacao,99,26,-73,"26,263%"
Bento,2026-03,2026-03-12T19:58:36.440006,meta_profilaxia,42,18,-24,"42,857%"
Bento,2026-03,2026-03-12T19:58:36.440006,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-12T19:59:30.201454,ortodontia,"39.000,00","12.508,00","-26.492,00","32,072%"
Encantado,2026-03,2026-03-12T19:59:30.201454,clinico_geral,"31.000,00","10.313,00","-20.687,00","33,268%"
Encantado,2026-03,2026-03-12T19:59:30.201454,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-12T19:59:30.201454,meta_avaliacao,109,25,-84,"22,936%"
Encantado,2026-03,2026-03-12T19:59:30.201454,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-12T19:59:30.201454,meta_restauracao,24,5,-19,"20,833%"
Soledade,2026-03,2026-03-12T20:00:23.181852,ortodontia,"58.000,00","16.787,99","-41.212,01","28,945%"
Soledade,2026-03,2026-03-12T20:00:23.181852,clinico_geral,"40.000,00","6.591,00","-33.409,00","16,478%"
Soledade,2026-03,2026-03-12T20:00:23.181852,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-12T20:00:23.181852,meta_avaliacao,320,109,-211,"34,063%"
Soledade,2026-03,2026-03-12T20:00:23.181852,meta_profilaxia,88,24,-64,"27,273%"
Soledade,2026-03,2026-03-12T20:00:23.181852,meta_restauracao,46,8,-38,"17,391%"
Garibaldi,2026-03,2026-03-12T20:01:16.784982,ortodontia,"37.500,00","22.362,00","-15.138,00","59,632%"
Garibaldi,2026-03,2026-03-12T20:01:16.784982,clinico_geral,"28.000,00","8.858,30","-19.141,70","31,637%"
Garibaldi,2026-03,2026-03-12T20:01:16.784982,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-12T20:01:16.784982,meta_avaliacao,76,33,-43,"43,421%"
Garibaldi,2026-03,2026-03-12T20:01:16.784982,meta_profilaxia,40,15,-25,"37,500%"
Garibaldi,2026-03,2026-03-12T20:01:16.784982,meta_restauracao,34,6,-28,"17,647%"
Veranópolis,2026-03,2026-03-12T20:02:09.590789,ortodontia,"29.000,00","7.345,69","-21.654,31","25,330%"
Veranópolis,2026-03,2026-03-12T20:02:09.590789,clinico_geral,"17.700,00","7.423,00","-10.277,00","41,938%"
Veranópolis,2026-03,2026-03-12T20:02:09.590789,avaliacoes_google,,0,,
