cidade,mes_referencia,timestamp,ortodontia,clinico_geral,profilaxia,restauracao,avaliacoes_novas
Soledade,2026-03,2026-03-11T13:56:32.387286,meta_profilaxia,,,,
Soledade,2026-03,2026-03-11T13:56:32.387286,meta_restauracao,,,,
Garibaldi,2026-03,2026-03-11T13:57:25.241616,ortodontia,,,,
Garibaldi,2026-03,2026-03-11T13:57:25.241616,clinico_geral,,,,
Garibaldi,2026-03,2026-03-11T13:57:25.241616,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-11T13:57:25.241616,meta_avaliacao,,,,
Garibaldi,2026-03,2026-03-11T13:57:25.241616,meta_profilaxia,,,,
Garibaldi,2026-03,2026-03-11T13:57:25.241616,meta_restauracao,,,,
Veranópolis,2026-03,2026-03-11T13:58:17.384121,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T13:58:17.384121,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T13:58:17.384121,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-11T13:58:17.384121,meta_avaliacao,,,,
Veranópolis,2026-03,2026-03-11T13:58:17.384121,meta_profilaxia,,,,
Veranópolis,2026-03,2026-03-11T13:58:17.384121,meta_restauracao,,,,
SS do Caí,2026-03,2026-03-11T13:59:10.248610,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T13:59:10.248610,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T13:59:10.248610,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-11T13:59:10.248610,meta_avaliacao,,,,
SS do Caí,2026-03,2026-03-11T13:59:10.248610,meta_profilaxia,,,,
SS do Caí,2026-03,2026-03-11T13:59:10.248610,meta_restauracao,,,,
Flores,2026-03,2026-03-11T14:00:04.229403,ortodontia,,,,
Flores,2026-03,2026-03-11T14:00:04.229403,clinico_geral,,,,
Flores,2026-03,2026-03-11T14:00:04.229403,avaliacoes_google,,0,,
Flores,2026-03,2026-03-11T14:00:04.229403,meta_avaliacao,,,,
Flores,2026-03,2026-03-11T14:00:04.229403,meta_profilaxia,,,,
Flores,2026-03,2026-03-11T14:00:04.229403,meta_restauracao,,,,
Caxias,2026-03,2026-03-11T14:18:12.478632,ortodontia,,,,
Caxias,2026-03,2026-03-11T14:18:12.478632,clinico_geral,,,,
Caxias,2026-03,2026-03-11T14:18:12.478632,avaliacoes_google,,742351518,,
Caxias,2026-03,2026-03-11T14:18:12.478632,meta_avaliacao,205,46,-159,"22,439%"
Caxias,2026-03,2026-03-11T14:18:12.478632,meta_profilaxia,83,23,-60,"27,711%"
Caxias,2026-03,2026-03-11T14:18:12.478632,meta_restauracao,79,7,-72,"8,861%"
Farroupilha,2026-03,2026-03-11T14:19:11.590447,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T14:19:11.590447,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T14:19:11.590447,avaliacoes_google,,742351518,,
Farroupilha,2026-03,2026-03-11T14:19:11.590447,meta_avaliacao,,,,
Farroupilha,2026-03,2026-03-11T14:19:11.590447,meta_profilaxia,,,,
Farroupilha,2026-03,2026-03-11T14:19:11.590447,meta_restauracao,,,,
Bento,2026-03,2026-03-11T14:20:10.139799,ortodontia,,,,
Bento,2026-03,2026-03-11T14:20:10.139799,clinico_geral,,,,
Bento,2026-03,2026-03-11T14:20:10.139799,avaliacoes_google,,1771426116856,,
Bento,2026-03,2026-03-11T14:20:10.139799,meta_avaliacao,,,,
Bento,2026-03,2026-03-11T14:20:10.139799,meta_profilaxia,,,,
Bento,2026-03,2026-03-11T14:20:10.139799,meta_restauracao,,,,
Encantado,2026-03,2026-03-11T14:21:09.049073,ortodontia,,,,
Encantado,2026-03,2026-03-11T14:21:09.049073,clinico_geral,,,,
Encantado,2026-03,2026-03-11T14:21:09.049073,avaliacoes_google,,742351518,,
Encantado,2026-03,2026-03-11T14:21:09.049073,meta_avaliacao,,,,
Encantado,2026-03,2026-03-11T14:21:09.049073,meta_profilaxia,,,,
Encantado,2026-03,2026-03-11T14:21:09.049073,meta_restauracao,,,,
Soledade,2026-03,2026-03-11T14:22:07.254093,ortodontia,,,,
Soledade,2026-03,2026-03-11T14:22:07.254093,clinico_geral,,,,
Soledade,2026-03,2026-03-11T14:22:07.254093,avaliacoes_google,,742351518,,
Soledade,2026-03,2026-03-11T14:22:07.254093,meta_avaliacao,,,,
Soledade,2026-03,2026-03-11T14:22:07.254093,meta_profilaxia,,,,
Soledade,2026-03,2026-03-11T14:22:07.254093,meta_restauracao,,,,
Garibaldi,2026-03,2026-03-11T14:23:05.813779,ortodontia,,,,
Garibaldi,2026-03,2026-03-11T14:23:05.813779,clinico_geral,,,,
Garibaldi,2026-03,2026-03-11T14:23:05.813779,avaliacoes_google,,742351518,,
Garibaldi,2026-03,2026-03-11T14:23:05.813779,meta_avaliacao,,,,
Garibaldi,2026-03,2026-03-11T14:23:05.813779,meta_profilaxia,,,,
Garibaldi,2026-03,2026-03-11T14:23:05.813779,meta_restauracao,,,,
Veranópolis,2026-03,2026-03-11T14:24:04.278220,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T14:24:04.278220,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T14:24:04.278220,avaliacoes_google,,2694053245,,
Veranópolis,2026-03,2026-03-11T14:24:04.278220,meta_avaliacao,,,,
Veranópolis,2026-03,2026-03-11T14:24:04.278220,meta_profilaxia,,,,
Veranópolis,2026-03,2026-03-11T14:24:04.278220,meta_restauracao,,,,
SS do Caí,2026-03,2026-03-11T14:25:03.276469,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T14:25:03.276469,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T14:25:03.276469,avaliacoes_google,,1771426827223,,
SS do Caí,2026-03,2026-03-11T14:25:03.276469,meta_avaliacao,,,,
SS do Caí,2026-03,2026-03-11T14:25:03.276469,meta_profilaxia,,,,
SS do Caí,2026-03,2026-03-11T14:25:03.276469,meta_restauracao,,,,
Flores,2026-03,2026-03-11T14:26:04.624519,ortodontia,,,,
Flores,2026-03,2026-03-11T14:26:04.624519,clinico_geral,,,,
Flores,2026-03,2026-03-11T14:26:04.624519,avaliacoes_google,,1771426853924,,
Flores,2026-03,2026-03-11T14:26:04.624519,meta_avaliacao,134,36,-98,"26,866%"
Flores,2026-03,2026-03-11T14:26:04.624519,meta_profilaxia,59,5,-54,"8,475%"
Flores,2026-03,2026-03-11T14:26:04.624519,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-11T14:39:52.347789,ortodontia,,,,
Caxias,2026-03,2026-03-11T14:39:52.347789,clinico_geral,,,,
Caxias,2026-03,2026-03-11T14:39:52.347789,avaliacoes_google,,2081158151,,
Caxias,2026-03,2026-03-11T14:39:52.347789,meta_avaliacao,205,46,-159,"22,439%"
Caxias,2026-03,2026-03-11T14:39:52.347789,meta_profilaxia,83,23,-60,"27,711%"
Caxias,2026-03,2026-03-11T14:39:52.347789,meta_restauracao,79,7,-72,"8,861%"
Farroupilha,2026-03,2026-03-11T14:40:51.076444,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T14:40:51.076444,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T14:40:51.076444,avaliacoes_google,,2081158151,,
Farroupilha,2026-03,2026-03-11T14:40:51.076444,meta_avaliacao,65,24,-41,"36,923%"
Farroupilha,2026-03,2026-03-11T14:40:51.076444,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-11T14:40:51.076444,meta_restauracao,18,6,-12,"33,333%"
Bento,2026-03,2026-03-11T14:41:49.542740,ortodontia,,,,
Bento,2026-03,2026-03-11T14:41:49.542740,clinico_geral,,,,
Bento,2026-03,2026-03-11T14:41:49.542740,avaliacoes_google,,1771426116856,,
Bento,2026-03,2026-03-11T14:41:49.542740,meta_avaliacao,99,23,-76,"23,232%"
Bento,2026-03,2026-03-11T14:41:49.542740,meta_profilaxia,42,16,-26,"38,095%"
Bento,2026-03,2026-03-11T14:41:49.542740,meta_restauracao,15,4,-11,"26,667%"
Encantado,2026-03,2026-03-11T14:42:48.354329,ortodontia,,,,
Encantado,2026-03,2026-03-11T14:42:48.354329,clinico_geral,,,,
Encantado,2026-03,2026-03-11T14:42:48.354329,avaliacoes_google,,2081158151,,
Encantado,2026-03,2026-03-11T14:42:48.354329,meta_avaliacao,,,,
Encantado,2026-03,2026-03-11T14:42:48.354329,meta_profilaxia,,,,
Encantado,2026-03,2026-03-11T14:42:48.354329,meta_restauracao,,,,
Soledade,2026-03,2026-03-11T14:43:46.934690,ortodontia,,,,
Soledade,2026-03,2026-03-11T14:43:46.934690,clinico_geral,,,,
Soledade,2026-03,2026-03-11T14:43:46.934690,avaliacoes_google,,2081158151,,
Soledade,2026-03,2026-03-11T14:43:46.934690,meta_avaliacao,,,,
Soledade,2026-03,2026-03-11T14:43:46.934690,meta_profilaxia,,,,
Soledade,2026-03,2026-03-11T14:43:46.934690,meta_restauracao,,,,
Garibaldi,2026-03,2026-03-11T14:44:45.467976,ortodontia,,,,
Garibaldi,2026-03,2026-03-11T14:44:45.467976,clinico_geral,,,,
Garibaldi,2026-03,2026-03-11T14:44:45.467976,avaliacoes_google,,2081158151,,
Garibaldi,2026-03,2026-03-11T14:44:45.467976,meta_avaliacao,,,,
Garibaldi,2026-03,2026-03-11T14:44:45.467976,meta_profilaxia,,,,
Garibaldi,2026-03,2026-03-11T14:44:45.467976,meta_restauracao,,,,
Veranópolis,2026-03,2026-03-11T14:45:44.151552,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T14:45:44.151552,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T14:45:44.151552,avaliacoes_google,,2694053245,,
Veranópolis,2026-03,2026-03-11T14:45:44.151552,meta_avaliacao,,,,
Veranópolis,2026-03,2026-03-11T14:45:44.151552,meta_profilaxia,,,,
Veranópolis,2026-03,2026-03-11T14:45:44.151552,meta_restauracao,,,,
SS do Caí,2026-03,2026-03-11T14:46:43.022122,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T14:46:43.022122,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T14:46:43.022122,avaliacoes_google,,1771426827223,,
SS do Caí,2026-03,2026-03-11T14:46:43.022122,meta_avaliacao,,,,
SS do Caí,2026-03,2026-03-11T14:46:43.022122,meta_profilaxia,,,,
SS do Caí,2026-03,2026-03-11T14:46:43.022122,meta_restauracao,,,,
Flores,2026-03,2026-03-11T14:47:43.650167,ortodontia,,,,
Flores,2026-03,2026-03-11T14:47:43.650167,clinico_geral,,,,
Flores,2026-03,2026-03-11T14:47:43.650167,avaliacoes_google,,1771426853924,,
Flores,2026-03,2026-03-11T14:47:43.650167,meta_avaliacao,134,36,-98,"26,866%"
Flores,2026-03,2026-03-11T14:47:43.650167,meta_profilaxia,59,5,-54,"8,475%"
Flores,2026-03,2026-03-11T14:47:43.650167,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-11T14:59:27.778186,ortodontia,,,,
Caxias,2026-03,2026-03-11T14:59:27.778186,clinico_geral,,,,
Caxias,2026-03,2026-03-11T14:59:27.778186,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-11T14:59:27.778186,meta_avaliacao,205,46,-159,"22,439%"
Caxias,2026-03,2026-03-11T14:59:27.778186,meta_profilaxia,83,23,-60,"27,711%"
Caxias,2026-03,2026-03-11T14:59:27.778186,meta_restauracao,79,7,-72,"8,861%"
Farroupilha,2026-03,2026-03-11T15:00:27.808042,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T15:00:27.808042,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T15:00:27.808042,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-11T15:00:27.808042,meta_avaliacao,65,24,-41,"36,923%"
Farroupilha,2026-03,2026-03-11T15:00:27.808042,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-11T15:00:27.808042,meta_restauracao,18,6,-12,"33,333%"
Bento,2026-03,2026-03-11T15:01:28.406588,ortodontia,,,,
Bento,2026-03,2026-03-11T15:01:28.406588,clinico_geral,,,,
Bento,2026-03,2026-03-11T15:01:28.406588,avaliacoes_google,,0,,
Bento,2026-03,2026-03-11T15:01:28.406588,meta_avaliacao,99,23,-76,"23,232%"
Bento,2026-03,2026-03-11T15:01:28.406588,meta_profilaxia,42,16,-26,"38,095%"
Bento,2026-03,2026-03-11T15:01:28.406588,meta_restauracao,15,4,-11,"26,667%"
Encantado,2026-03,2026-03-11T15:02:28.753754,ortodontia,,,,
Encantado,2026-03,2026-03-11T15:02:28.753754,clinico_geral,,,,
Encantado,2026-03,2026-03-11T15:02:28.753754,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-11T15:02:28.753754,meta_avaliacao,109,16,-93,"14,679%"
Encantado,2026-03,2026-03-11T15:02:28.753754,meta_profilaxia,19,3,-16,"15,789%"
Encantado,2026-03,2026-03-11T15:02:28.753754,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-11T15:03:28.066979,ortodontia,,,,
Soledade,2026-03,2026-03-11T15:03:28.066979,clinico_geral,,,,
Soledade,2026-03,2026-03-11T15:03:28.066979,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-11T15:03:28.066979,meta_avaliacao,320,79,-241,"24,688%"
Soledade,2026-03,2026-03-11T15:03:28.066979,meta_profilaxia,88,19,-69,"21,591%"
Soledade,2026-03,2026-03-11T15:03:28.066979,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-11T15:04:28.182005,ortodontia,,,,
Garibaldi,2026-03,2026-03-11T15:04:28.182005,clinico_geral,,,,
Garibaldi,2026-03,2026-03-11T15:04:28.182005,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-11T15:04:28.182005,meta_avaliacao,76,19,-57,"25,000%"
Garibaldi,2026-03,2026-03-11T15:04:28.182005,meta_profilaxia,40,9,-31,"22,500%"
Garibaldi,2026-03,2026-03-11T15:04:28.182005,meta_restauracao,34,2,-32,"5,882%"
Veranópolis,2026-03,2026-03-11T15:05:28.146223,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T15:05:28.146223,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T15:05:28.146223,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-11T15:05:28.146223,meta_avaliacao,52,18,-34,"34,615%"
Veranópolis,2026-03,2026-03-11T15:05:28.146223,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-11T15:05:28.146223,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-11T15:06:28.130764,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T15:06:28.130764,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T15:06:28.130764,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-11T15:06:28.130764,meta_avaliacao,,,,
SS do Caí,2026-03,2026-03-11T15:06:28.130764,meta_profilaxia,,,,
SS do Caí,2026-03,2026-03-11T15:06:28.130764,meta_restauracao,,,,
Flores,2026-03,2026-03-11T15:07:30.212532,ortodontia,,,,
Flores,2026-03,2026-03-11T15:07:30.212532,clinico_geral,,,,
Flores,2026-03,2026-03-11T15:07:30.212532,avaliacoes_google,,0,,
Flores,2026-03,2026-03-11T15:07:30.212532,meta_avaliacao,134,36,-98,"26,866%"
Flores,2026-03,2026-03-11T15:07:30.212532,meta_profilaxia,59,5,-54,"8,475%"
Flores,2026-03,2026-03-11T15:07:30.212532,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-11T17:59:42.619556,ortodontia,,,,
Caxias,2026-03,2026-03-11T17:59:42.619556,clinico_geral,,,,
Caxias,2026-03,2026-03-11T17:59:42.619556,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-11T17:59:42.619556,meta_avaliacao,205,46,-159,"22,439%"
Caxias,2026-03,2026-03-11T17:59:42.619556,meta_profilaxia,83,23,-60,"27,711%"
Caxias,2026-03,2026-03-11T17:59:42.619556,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-11T18:00:44.568570,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T18:00:44.568570,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T18:00:44.568570,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-11T18:00:44.568570,meta_avaliacao,65,24,-41,"36,923%"
Farroupilha,2026-03,2026-03-11T18:00:44.568570,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-11T18:00:44.568570,meta_restauracao,18,6,-12,"33,333%"
Bento,2026-03,2026-03-11T18:01:47.258014,ortodontia,,,,
Bento,2026-03,2026-03-11T18:01:47.258014,clinico_geral,,,,
Bento,2026-03,2026-03-11T18:01:47.258014,avaliacoes_google,,0,,
Bento,2026-03,2026-03-11T18:01:47.258014,meta_avaliacao,99,23,-76,"23,232%"
Bento,2026-03,2026-03-11T18:01:47.258014,meta_profilaxia,42,16,-26,"38,095%"
Bento,2026-03,2026-03-11T18:01:47.258014,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-11T18:02:49.407862,ortodontia,,,,
Encantado,2026-03,2026-03-11T18:02:49.407862,clinico_geral,,,,
Encantado,2026-03,2026-03-11T18:02:49.407862,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-11T18:02:49.407862,meta_avaliacao,109,18,-91,"16,514%"
Encantado,2026-03,2026-03-11T18:02:49.407862,meta_profilaxia,19,3,-16,"15,789%"
Encantado,2026-03,2026-03-11T18:02:49.407862,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-11T18:03:51.710455,ortodontia,,,,
Soledade,2026-03,2026-03-11T18:03:51.710455,clinico_geral,,,,
Soledade,2026-03,2026-03-11T18:03:51.710455,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-11T18:03:51.710455,meta_avaliacao,320,84,-236,"26,250%"
Soledade,2026-03,2026-03-11T18:03:51.710455,meta_profilaxia,88,19,-69,"21,591%"
Soledade,2026-03,2026-03-11T18:03:51.710455,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-11T18:04:53.880677,ortodontia,,,,
Garibaldi,2026-03,2026-03-11T18:04:53.880677,clinico_geral,,,,
Garibaldi,2026-03,2026-03-11T18:04:53.880677,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-11T18:04:53.880677,meta_avaliacao,76,25,-51,"32,895%"
Garibaldi,2026-03,2026-03-11T18:04:53.880677,meta_profilaxia,40,12,-28,"30,000%"
Garibaldi,2026-03,2026-03-11T18:04:53.880677,meta_restauracao,34,2,-32,"5,882%"
Veranópolis,2026-03,2026-03-11T18:05:55.796028,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T18:05:55.796028,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T18:05:55.796028,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-11T18:05:55.796028,meta_avaliacao,52,18,-34,"34,615%"
Veranópolis,2026-03,2026-03-11T18:05:55.796028,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-11T18:05:55.796028,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-11T18:06:57.075692,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T18:06:57.075692,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T18:06:57.075692,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-11T18:06:57.075692,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-11T18:06:57.075692,meta_profilaxia,24,4,-20,"16,667%"
SS do Caí,2026-03,2026-03-11T18:06:57.075692,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-11T18:08:01.085076,ortodontia,,,,
Flores,2026-03,2026-03-11T18:08:01.085076,clinico_geral,,,,
Flores,2026-03,2026-03-11T18:08:01.085076,avaliacoes_google,,0,,
Flores,2026-03,2026-03-11T18:08:01.085076,meta_avaliacao,134,38,-96,"28,358%"
Flores,2026-03,2026-03-11T18:08:01.085076,meta_profilaxia,59,9,-50,"15,254%"
Flores,2026-03,2026-03-11T18:08:01.085076,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-11T19:55:10.179935,ortodontia,"51.000,00","7.820,90","-43.179,10","15,335%"
Caxias,2026-03,2026-03-11T19:55:10.179935,clinico_geral,"91.000,00","10.523,00","-80.477,00","11,564%"
Caxias,2026-03,2026-03-11T19:55:10.179935,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-11T19:55:10.179935,meta_avaliacao,205,48,-157,"23,415%"
Caxias,2026-03,2026-03-11T19:55:10.179935,meta_profilaxia,83,24,-59,"28,916%"
Caxias,2026-03,2026-03-11T19:55:10.179935,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-11T19:56:11.533253,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T19:56:11.533253,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T19:56:11.533253,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-11T19:56:11.533253,meta_avaliacao,65,25,-40,"38,462%"
Farroupilha,2026-03,2026-03-11T19:56:11.533253,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-11T19:56:11.533253,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-11T19:57:12.952834,ortodontia,"26.000,00","7.167,00","-18.833,00","27,565%"
Bento,2026-03,2026-03-11T19:57:12.952834,clinico_geral,"25.000,00","6.823,00","-18.177,00","27,292%"
Bento,2026-03,2026-03-11T19:57:12.952834,avaliacoes_google,,0,,
Bento,2026-03,2026-03-11T19:57:12.952834,meta_avaliacao,99,23,-76,"23,232%"
Bento,2026-03,2026-03-11T19:57:12.952834,meta_profilaxia,42,16,-26,"38,095%"
Bento,2026-03,2026-03-11T19:57:12.952834,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-11T19:58:13.365107,ortodontia,,,,
Encantado,2026-03,2026-03-11T19:58:13.365107,clinico_geral,,,,
Encantado,2026-03,2026-03-11T19:58:13.365107,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-11T19:58:13.365107,meta_avaliacao,109,19,-90,"17,431%"
Encantado,2026-03,2026-03-11T19:58:13.365107,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-11T19:58:13.365107,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-11T19:59:13.515370,ortodontia,,,,
Soledade,2026-03,2026-03-11T19:59:13.515370,clinico_geral,,,,
Soledade,2026-03,2026-03-11T19:59:13.515370,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-11T19:59:13.515370,meta_avaliacao,320,89,-231,"27,813%"
Soledade,2026-03,2026-03-11T19:59:13.515370,meta_profilaxia,88,20,-68,"22,727%"
Soledade,2026-03,2026-03-11T19:59:13.515370,meta_restauracao,46,7,-39,"15,217%"
Garibaldi,2026-03,2026-03-11T20:00:14.385051,ortodontia,,,,
Garibaldi,2026-03,2026-03-11T20:00:14.385051,clinico_geral,,,,
Garibaldi,2026-03,2026-03-11T20:00:14.385051,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-11T20:00:14.385051,meta_avaliacao,76,25,-51,"32,895%"
Garibaldi,2026-03,2026-03-11T20:00:14.385051,meta_profilaxia,40,12,-28,"30,000%"
Garibaldi,2026-03,2026-03-11T20:00:14.385051,meta_restauracao,34,2,-32,"5,882%"
Veranópolis,2026-03,2026-03-11T20:01:15.478234,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T20:01:15.478234,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T20:01:15.478234,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-11T20:01:15.478234,meta_avaliacao,52,18,-34,"34,615%"
Veranópolis,2026-03,2026-03-11T20:01:15.478234,meta_profilaxia,15,8,-7,"53,333%"
Veranópolis,2026-03,2026-03-11T20:01:15.478234,meta_restauracao,22,4,-18,"18,182%"
SS do Caí,2026-03,2026-03-11T20:02:16.952563,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T20:02:16.952563,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T20:02:16.952563,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-11T20:02:16.952563,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-11T20:02:16.952563,meta_profilaxia,24,4,-20,"16,667%"
SS do Caí,2026-03,2026-03-11T20:02:16.952563,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-11T20:03:21.234052,ortodontia,,,,
Flores,2026-03,2026-03-11T20:03:21.234052,clinico_geral,,,,
Flores,2026-03,2026-03-11T20:03:21.234052,avaliacoes_google,,0,,
Flores,2026-03,2026-03-11T20:03:21.234052,meta_avaliacao,134,39,-95,"29,104%"
Flores,2026-03,2026-03-11T20:03:21.234052,meta_profilaxia,59,9,-50,"15,254%"
Flores,2026-03,2026-03-11T20:03:21.234052,meta_restauracao,61,7,-54,"11,475%"
Caxias,2026-03,2026-03-11T20:08:08.106636,ortodontia,"51.000,00","7.820,90","-43.179,10","15,335%"
Caxias,2026-03,2026-03-11T20:08:08.106636,clinico_geral,"91.000,00","10.523,00","-80.477,00","11,564%"
Caxias,2026-03,2026-03-11T20:08:08.106636,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-11T20:08:08.106636,meta_avaliacao,205,48,-157,"23,415%"
Caxias,2026-03,2026-03-11T20:08:08.106636,meta_profilaxia,83,24,-59,"28,916%"
Caxias,2026-03,2026-03-11T20:08:08.106636,meta_restauracao,79,8,-71,"10,127%"
Farroupilha,2026-03,2026-03-11T20:09:01.002361,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T20:09:01.002361,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T20:09:01.002361,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-11T20:09:01.002361,meta_avaliacao,65,25,-40,"38,462%"
Farroupilha,2026-03,2026-03-11T20:09:01.002361,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-11T20:09:01.002361,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-11T20:09:54.284911,ortodontia,"26.000,00","7.167,00","-18.833,00","27,565%"
Bento,2026-03,2026-03-11T20:09:54.284911,clinico_geral,"25.000,00","6.823,00","-18.177,00","27,292%"
Bento,2026-03,2026-03-11T20:09:54.284911,avaliacoes_google,,0,,
Bento,2026-03,2026-03-11T20:09:54.284911,meta_avaliacao,99,24,-75,"24,242%"
Bento,2026-03,2026-03-11T20:09:54.284911,meta_profilaxia,42,17,-25,"40,476%"
Bento,2026-03,2026-03-11T20:09:54.284911,meta_restauracao,15,6,-9,"40,000%"
Encantado,2026-03,2026-03-11T20:10:47.496905,ortodontia,,,,
Encantado,2026-03,2026-03-11T20:10:47.496905,clinico_geral,,,,
Encantado,2026-03,2026-03-11T20:10:47.496905,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-11T20:10:47.496905,meta_avaliacao,109,19,-90,"17,431%"
Encantado,2026-03,2026-03-11T20:10:47.496905,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-11T20:10:47.496905,meta_restauracao,24,4,-20,"16,667%"
Soledade,2026-03,2026-03-11T20:11:40.598413,ortodontia,,,,
Soledade,2026-03,2026-03-11T20:11:40.598413,clinico_geral,,,,
Soledade,2026-03,2026-03-11T20:11:40.598413,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-11T20:11:40.598413,meta_avaliacao,320,90,-230,"28,125%"
